cycle, time, dist_travelled, sf, vel, acc, req_ped, req_acc, req_vel, C0, C1, C2, C3, C4, C5, T, vehX, vehY, slope, intercept;
1, 0.049, 0, 160, -8.83774e-08, -1.76755e-06, 0.3, 5, 0.0874051, 0, -8.83774e-08, -1.76755e-06, 7.28178, -4.66034, 0.994205, 4.6875, 0, 0, 0.00590376, -0.0717659;
2, 0.099, 0.000926941, 159.999, 0.0567678, 1.13536, 0.481879, 5, 0.208358, 0, 0.0567678, 1.13536, 6.51977, -4.4831, 0.989517, 4.53059, 0.000926941, 3.83147e-08, 0.00590376, -0.0717659;
3, 0.149, 0.00633821, 159.994, 0.197924, 2.82313, 0.573845, 5, 0.445441, 0, 0.197924, 2.82313, 5.21884, -4.07729, 0.943666, 4.32069, 0.00633821, 5.892e-07, 0.00590376, -0.0717659;
4, 0.199, 0.0195181, 159.98, 0.270531, 1.45213, 0.764948, 5, 0.442176, 0, 0.270531, 1.45213, 6.32389, -4.47835, 1.00531, 4.45467, 0.0195181, 2.10983e-06, 0.00590376, -0.0717659;
5, 0.249, 0.0422677, 159.958, 0.506779, 4.72498, 0.745971, 5, 0.864094, 0, 0.506779, 4.72498, 3.51436, -3.41458, 0.832795, 4.10014, 0.0422677, 4.81147e-06, 0.00590376, -0.0717659;
6, 0.299, 0.0777822, 159.922, 0.729782, 4.46006, 0.775617, 5, 1.07494, 0, 0.729782, 4.46006, 3.7618, -3.55861, 0.869972, 4.09049, 0.0777822, 9.24893e-06, 0.00590376, -0.0717659;
7, 0.349, 0.126358, 159.874, 1.03657, 5, 0.770218, 5, 1.41564, 0, 1.03657, 5, 3.21678, -3.34504, 0.835278, 4.00471, 0.126358, 1.5634e-05, 0.00590376, -0.0717659;
8, 0.399, 0.188013, 159.812, 1.39749, 5, 0.770218, 5, 1.78105, 0, 1.39749, 5, 3.1884, -3.37589, 0.853265, 3.95644, 0.188013, 2.43347e-05, 0.00590376, -0.0717659;
9, 0.449, 0.262859, 159.737, 1.72586, 5, 0.770218, 5, 2.11357, 0, 1.72586, 5, 3.15756, -3.4, 0.868805, 3.91342, 0.262859, 3.57869e-05, 0.00590376, -0.0717659;
10, 0.499, 0.351098, 159.649, 1.994, 5, 0.770218, 5, 2.38514, 0, 1.994, 5, 3.12872, -3.41673, 0.880844, 3.87892, 0.351098, 5.05551e-05, 0.00590376, -0.0717659;
11, 0.549, 0.452855, 159.547, 2.23117, 4.74341, 0.785613, 5, 2.61094, 0, 2.23117, 4.74341, 3.3736, -3.5691, 0.923018, 3.86678, 0.452855, 6.9327e-05, 0.00590376, -0.0717659;
12, 0.599, 0.568194, 159.432, 2.46174, 4.61139, 0.806364, 5, 2.83706, 0, 2.46174, 4.61139, 3.48796, -3.65511, 0.950187, 3.84673, 0.568194, 9.2902e-05, 0.00590376, -0.0717659;
13, 0.649, 0.697323, 159.303, 2.69853, 4.73583, 0.818328, 5, 3.08393, 0, 2.69853, 4.73583, 3.32501, -3.59862, 0.944884, 3.80853, 0.697323, 0.000122118, 0.00590376, -0.0717659;
14, 0.699, 0.840516, 159.159, 2.94826, 4.99454, 0.816014, 5, 3.35151, 0, 2.94826, 4.99454, 3.0044, -3.45591, 0.918912, 3.76088, 0.840516, 0.000157943, 0.00590376, -0.0717659;
15, 0.749, 0.9979, 159.002, 3.21995, 5, 0.81596, 5, 3.62715, 0, 3.21995, 5, 2.95294, -3.45557, 0.926922, 3.72801, 0.9979, 0.000201742, 0.00590376, -0.0717659;
16, 0.799, 1.16941, 158.831, 3.52012, 5, 0.81596, 5, 3.93142, 0, 3.52012, 5, 2.89837, -3.45472, 0.935558, 3.69268, 1.16941, 0.000254804, 0.00590376, -0.0717659;
17, 0.849, 1.35498, 158.645, 3.84037, 5, 0.81596, 5, 4.2561, 0, 3.84037, 5, 2.8349, -3.44887, 0.943432, 3.65567, 1.35498, 0.000318557, 0.00590376, -0.0717659;
18, 0.899, 1.55455, 158.445, 4.15793, 5, 0.81596, 5, 4.57812, 0, 4.15793, 5, 2.7665, -3.43781, 0.949768, 3.61963, 1.55455, 0.00039458, 0.00590376, -0.0717659;
19, 0.949, 1.76816, 158.232, 4.45032, 5, 0.81596, 5, 4.87464, 0, 4.45032, 5, 2.69859, -3.42277, 0.95421, 3.58702, 1.76816, 0.000484627, 0.00590376, -0.0717659;
20, 0.999, 1.99588, 158.004, 4.71581, 5, 0.81596, 5, 5.14387, 0, 4.71581, 5, 2.63276, -3.40492, 0.957009, 3.55787, 1.99588, 0.00059064, 0.00590376, -0.0717659;
21, 1.049, 2.23773, 157.762, 4.9736, 5, 0.81596, 5, 5.4053, 0, 4.9736, 5, 2.56495, -3.38362, 0.958536, 3.52999, 2.23773, 0.000714723, 0.00590376, -0.0717659;
22, 1.099, 2.49363, 157.506, 5.24765, 5, 0.81596, 5, 5.68329, 0, 5.24765, 5, 2.4886, -3.35655, 0.958797, 3.50079, 2.49363, 0.000859115, 0.00590376, -0.0717659;
23, 1.149, 2.76342, 157.237, 5.53989, 5, 0.81596, 5, 5.97979, 0, 5.53989, 5, 2.40225, -3.32245, 0.957441, 3.47014, 2.76342, 0.00102555, 0.00590376, -0.0717659;
24, 1.199, 3.04707, 156.953, 5.81901, 5, 0.81596, 5, 6.26298, 0, 5.81901, 5, 2.31493, -3.28466, 0.954478, 3.44132, 3.04707, 0.00121502, 0.00590376, -0.0717659;
25, 1.249, 3.34466, 156.655, 6.09046, 5, 0.81596, 5, 6.53841, 0, 6.09046, 5, 2.22538, -3.24285, 0.949946, 3.41372, 3.34466, 0.00143156, 0.00590376, -0.0717659;
26, 1.299, 3.65608, 156.344, 6.37006, 5, 0.81596, 5, 6.82213, 0, 6.37006, 5, 2.12829, -3.19437, 0.943486, 3.38571, 3.65608, 0.00167808, 0.00590376, -0.0717659;
27, 1.349, 3.9813, 156.019, 6.64519, 5, 0.81596, 5, 7.10134, 0, 6.64519, 5, 2.02785, -3.14114, 0.93526, 3.35857, 3.9813, 0.00195735, 0.00590376, -0.0717659;
28, 1.399, 4.32031, 155.68, 6.92005, 5, 0.81596, 5, 7.38029, 0, 6.92005, 5, 1.92259, -3.08229, 0.925096, 3.33186, 4.32031, 0.00227254, 0.00176028, -0.0550282;
29, 1.449, 4.67304, 155.327, 7.19444, 5, 0.81596, 5, 7.65878, 0, 7.19444, 5, 1.8125, -3.01771, 0.912913, 3.30558, 4.67304, 0.00261132, 0.00176028, -0.0550282;
30, 1.499, 5.03945, 154.961, 7.46767, 5, 0.81596, 5, 7.9361, 0, 7.46767, 5, 1.69783, -2.94742, 0.898661, 3.2798, 5.03945, 0.00292836, 0.00176028, -0.0550282;
31, 1.549, 5.41952, 154.58, 7.74018, 5, 0.81596, 5, 8.21271, 0, 7.74018, 5, 1.57837, -2.8712, 0.882237, 3.25445, 5.41952, 0.0032523, 0.00176028, -0.0550282;
32, 1.599, 5.81318, 154.187, 8.01175, 5, 0.81596, 5, 8.48836, 0, 8.01175, 5, 1.45417, -2.78897, 0.863576, 3.22956, 5.81318, 0.00359043, 0.00176028, -0.0550282;
33, 1.649, 6.22041, 153.78, 8.28239, 5, 0.81596, 5, 8.76307, 0, 8.28239, 5, 1.32521, -2.7006, 0.842594, 3.2051, 6.22041, 0.00393286, 0.00176028, -0.0550282;
34, 1.699, 6.64114, 153.359, 8.55208, 5, 0.81596, 5, 9.03683, 0, 8.55208, 5, 1.19146, -2.60598, 0.819215, 3.18107, 6.64114, 0.00427142, 0.00425576, -0.0609895;
35, 1.749, 7.07533, 152.925, 8.82078, 5, 0.81596, 5, 9.30957, 0, 8.82078, 5, 1.05293, -2.50501, 0.793361, 3.15746, 7.07533, 0.00461306, 0.00425576, -0.0609895;
36, 1.799, 7.52293, 152.477, 9.08848, 5, 0.81596, 5, 9.58128, 0, 9.08848, 5, 0.909605, -2.39757, 0.764956, 3.13426, 7.52293, 0.00499543, 0.00425576, -0.0609895;
37, 1.849, 7.98389, 152.016, 9.35513, 5, 0.81596, 5, 9.85193, 0, 9.35513, 5, 0.761482, -2.28358, 0.733923, 3.11147, 7.98389, 0.00540013, 0.00425576, -0.0609895;
38, 1.899, 8.45816, 151.542, 9.62072, 5, 0.81596, 5, 10.1215, 0, 9.62072, 5, 0.608563, -2.16294, 0.700188, 3.08908, 8.45816, 0.00581861, 0.00425576, -0.0609895;
39, 1.949, 8.94568, 151.054, 9.88521, 5, 0.81596, 5, 10.3899, 0, 9.88521, 5, 0.450854, -2.03555, 0.663675, 3.06708, 8.94568, 0.0062599, 0.00425576, -0.0609895;
40, 1.999, 9.4464, 150.554, 10.1486, 5, 0.81596, 5, 10.6448, 0, 10.1486, 5, 0.168823, -1.73698, 0.562485, 3.08805, 9.4464, 0.00673392, 0.00425576, -0.0609895;
41, 2.049, 9.96026, 150.04, 10.4108, 5, 0.80293, 4.78283, 10.8902, 0, 10.4108, 5, -0.183818, -1.34475, 0.428119, 3.14108, 9.96026, 0.00724894, 0.00425576, -0.0609895;
42, 2.099, 10.4872, 149.513, 10.6698, 5, 0.760136, 4.25058, 11.1339, 0, 10.6698, 5, -0.507583, -0.994668, 0.311553, 3.19262, 10.4872, 0.00781221, 0.00425576, -0.0609895;
43, 2.149, 11.0268, 148.973, 10.9186, 4.97675, 0.677169, 3.46907, 11.3678, 0, 10.9186, 4.97675, -0.76381, -0.713504, 0.220061, 3.2423, 11.0268, 0.00842952, 0.00425576, -0.0609895;
44, 2.199, 11.5784, 148.422, 11.146, 4.54681, 0.602766, 3.05548, 11.5598, 0, 11.146, 4.54681, -0.391397, -0.894418, 0.270742, 3.30358, 11.5784, 0.00910376, 0.00415336, -0.0826407;
45, 2.249, 12.1408, 147.859, 11.3463, 4.00678, 0.568452, 3.18632, 11.7209, 0, 11.3463, 4.00678, 0.160744, -1.20502, 0.358128, 3.36478, 12.1408, 0.00983444, 0.00415336, -0.0826407;
46, 2.299, 12.7126, 147.287, 11.5262, 3.59822, 0.582292, 3.69216, 11.8704, 0, 11.5262, 3.59822, 0.540557, -1.39902, 0.409412, 3.41714, 12.7126, 0.0106046, 0.00415336, -0.0826407;
47, 2.349, 13.2931, 146.707, 11.6997, 3.47061, 0.624941, 4.19708, 12.0296, 0, 11.6997, 3.47061, 0.538147, -1.3388, 0.387373, 3.45611, 13.2931, 0.0114226, 0.00415336, -0.0826407;
48, 2.399, 13.8825, 146.118, 11.8801, 3.60652, 0.662085, 4.34667, 12.21, 0, 11.8801, 3.60652, 0.17546, -1.04233, 0.299157, 3.48421, 13.8825, 0.0122971, 0.00415336, -0.0826407;
49, 2.449, 14.4811, 145.519, 12.0722, 3.84171, 0.664563, 4.00637, 12.4074, 0, 12.0722, 3.84171, -0.323944, -0.658817, 0.187723, 3.50952, 14.4811, 0.0132283, 0.00415336, -0.0826407;
50, 2.499, 15.0896, 144.91, 12.2705, 3.96731, 0.624513, 3.32725, 12.6053, 0, 12.2705, 3.96731, -0.669628, -0.382121, 0.107932, 3.5404, 15.0896, 0.014215, 0.00415336, -0.0826407;
51, 2.549, 15.7079, 144.292, 12.463, 3.84955, 0.558697, 2.64594, 12.7848, 0, 12.463, 3.84955, -0.672957, -0.336821, 0.0940586, 3.58096, 15.7079, 0.0152564, 0.00415336, -0.0826407;
52, 2.599, 16.3354, 143.665, 12.638, 3.50043, 0.497645, 2.28229, 12.9354, 0, 12.638, 3.50043, -0.351053, -0.50709, 0.139723, 3.62925, 16.3354, 0.0163519, 0.00415336, -0.0826407;
53, 2.649, 16.9712, 143.029, 12.7912, 3.06264, 0.467828, 2.36267, 13.0603, 0, 12.7912, 3.06264, 0.0992478, -0.759995, 0.206611, 3.67839, 16.9712, 0.0174994, -8.64169e-05, 0.0108222;
54, 2.699, 17.6141, 142.386, 12.9273, 2.72273, 0.477567, 2.76839, 13.1742, 0, 12.9273, 2.72273, 0.428968, -0.936134, 0.251639, 3.72015, 17.6141, 0.0186794, -8.64169e-05, 0.0108222;
55, 2.749, 18.2637, 141.736, 13.0576, 2.60647, 0.513905, 3.21971, 13.2944, 0, 13.0576, 2.60647, 0.47456, -0.935835, 0.249579, 3.74965, 18.2637, 0.0198378, -8.64169e-05, 0.0108222;
56, 2.799, 18.9199, 141.08, 13.1933, 2.71465, 0.550908, 3.43358, 13.4319, 0, 13.1933, 2.71465, 0.232714, -0.75877, 0.201354, 3.76833, 18.9199, 0.0209827, -8.64169e-05, 0.0108222;
57, 2.849, 19.583, 140.417, 13.3399, 2.93062, 0.564135, 3.27088, 13.5856, 0, 13.3399, 2.93062, -0.150409, -0.495043, 0.130858, 3.78306, 19.583, 0.0221245, -8.64169e-05, 0.0108222;
58, 2.899, 20.2538, 139.746, 13.4944, 3.08991, 0.543401, 2.80106, 13.7444, 0, 13.4944, 3.08991, -0.462967, -0.276007, 0.0725983, 3.80183, 20.2538, 0.0232507, -8.64169e-05, 0.0108222;
59, 2.949, 20.9323, 139.068, 13.6479, 3.07012, 0.497244, 2.2527, 13.8928, 0, 13.6479, 3.07012, -0.543334, -0.202408, 0.0528551, 3.82948, 20.9323, 0.0243426, -8.64169e-05, 0.0108222;
60, 2.999, 21.6183, 138.382, 13.7905, 2.85243, 0.447095, 1.88038, 14.0205, 0, 13.7905, 2.85243, -0.365129, -0.289292, 0.074837, 3.86563, 21.6183, 0.0253821, -0.00419879, 0.0972483;
61, 3.049, 22.311, 137.689, 13.9167, 2.52426, 0.415043, 1.82804, 14.1265, 0, 13.9167, 2.52426, -0.0407866, -0.46523, 0.119132, 3.90517, 22.311, 0.0263342, -0.00419879, 0.0972483;
62, 3.099, 23.0096, 136.99, 14.028, 2.22563, 0.412368, 2.06502, 14.2194, 0, 14.028, 2.22563, 0.252438, -0.622075, 0.15785, 3.94093, 23.0096, 0.0271054, -0.00419879, 0.0972483;
63, 3.149, 23.7136, 136.286, 14.1316, 2.07257, 0.434751, 2.41885, 14.3125, 0, 14.1316, 2.07257, 0.370596, -0.675245, 0.170198, 3.96742, 23.7136, 0.0276903, -0.00419879, 0.0972483;
64, 3.199, 24.4227, 135.577, 14.2366, 2.09951, 0.46576, 2.67404, 14.4164, 0, 14.2366, 2.09951, 0.270104, -0.600263, 0.150675, 3.98382, 24.4227, 0.0281011, -0.00419879, 0.0972483;
65, 3.249, 25.1372, 134.863, 14.349, 2.24856, 0.48602, 2.68199, 14.5339, 0, 14.349, 2.24856, 0.0188054, -0.436922, 0.109385, 3.99435, 25.1372, 0.0283112, -0.00419879, 0.0972483;
66, 3.299, 25.8576, 134.142, 14.4693, 2.40586, 0.483127, 2.42988, 14.6596, 0, 14.4693, 2.40586, -0.245499, -0.265976, 0.0664015, 4.00558, 25.8576, 0.0282838, -0.00419879, 0.0972483;
67, 3.349, 26.5841, 133.416, 14.5925, 2.46307, 0.457355, 2.03752, 14.7831, 0, 14.5925, 2.46307, -0.388206, -0.167096, 0.0415367, 4.02284, 26.5841, 0.0279874, -0.00644304, 0.179514;
68, 3.399, 27.3166, 132.683, 14.711, 2.37124, 0.420524, 1.68647, 14.8944, 0, 14.711, 2.37124, -0.34665, -0.177253, 0.0437901, 4.04779, 27.3166, 0.0273914, -0.00644304, 0.179514;
69, 3.449, 28.0549, 131.945, 14.8191, 2.16081, 0.389081, 1.52263, 14.9893, 0, 14.8191, 2.16081, -0.157025, -0.274291, 0.0672617, 4.07797, 28.0549, 0.0264537, -0.00644304, 0.179514;
70, 3.499, 28.7983, 131.202, 14.9151, 1.91973, 0.375477, 1.58665, 15.0709, 0, 14.9151, 1.91973, 0.0738386, -0.39516, 0.0961881, 4.1082, 28.7983, 0.0251551, -0.00644304, 0.179514;
71, 3.549, 29.5462, 130.454, 15.0023, 1.74454, 0.382428, 1.80486, 15.1473, 0, 15.0023, 1.74454, 0.229975, -0.473277, 0.114506, 4.13322, 29.5462, 0.0234821, -0.00644304, 0.179514;
72, 3.599, 30.2984, 129.702, 15.0869, 1.69192, 0.402509, 2.03666, 15.2274, 0, 15.0869, 1.69192, 0.243496, -0.47067, 0.113404, 4.15037, 30.2984, 0.0214164, -0.00644304, 0.179514;
73, 3.649, 31.0548, 128.945, 15.1746, 1.75465, 0.422672, 2.14815, 15.3164, 0, 15.1746, 1.75465, 0.121215, -0.391444, 0.0940772, 4.16088, 31.0548, 0.0189488, -0.00644304, 0.179514;
74, 3.699, 31.8158, 128.184, 15.2682, 1.87078, 0.431029, 2.07564, 15.414, 0, 15.2682, 1.87078, -0.0656604, -0.275666, 0.0661236, 4.16895, 31.8158, 0.016103, 0.0168022, -0.56507;
75, 3.749, 32.5816, 127.418, 15.3661, 1.95844, 0.422508, 1.85057, 15.5145, 0, 15.3661, 1.95844, -0.220644, -0.177981, 0.0425854, 4.17939, 32.5816, 0.0129685, 0.0168022, -0.56507;
76, 3.799, 33.3523, 126.648, 15.4639, 1.95692, 0.40077, 1.57664, 15.6104, 0, 15.4639, 1.95692, -0.27045, -0.140172, 0.0334124, 4.19521, 33.3523, 0.0099826, 0.0168022, -0.56507;
77, 3.849, 34.1278, 125.872, 15.5567, 1.85574, 0.375505, 1.37127, 15.6962, 0, 15.5567, 1.85574, -0.201144, -0.170041, 0.0403291, 4.21635, 34.1278, 0.00715107, 0.0168022, -0.56507;
78, 3.899, 34.9078, 125.092, 15.6414, 1.69282, 0.357292, 1.30853, 15.771, 0, 15.6414, 1.69282, -0.056716, -0.242344, 0.057155, 4.24012, 34.9078, 0.00442696, 0.0168022, -0.56507;
79, 3.949, 35.6918, 124.308, 15.718, 1.53315, 0.352408, 1.38769, 15.838, 0, 15.718, 1.53315, 0.0869722, -0.314357, 0.0737489, 4.26253, 35.6918, 0.00193402, 0.0168022, -0.56507;
80, 3.999, 36.4794, 123.521, 15.7898, 1.4348, 0.360258, 1.5414, 15.9034, 0, 15.7898, 1.4348, 0.162371, -0.348746, 0.0814767, 4.28031, 36.4794, -0.000140332, 0.0168022, -0.56507;
81, 4.049, 37.2707, 122.729, 15.8609, 1.42169, 0.374349, 1.67431, 15.9724, 0, 15.8609, 1.42169, 0.141121, -0.330109, 0.0769042, 4.29247, 37.2707, -0.00161171, 0.0368681, -1.40295;
82, 4.099, 38.0655, 121.935, 15.9346, 1.47489, 0.386007, 1.71129, 16.0473, 0, 15.9346, 1.47489, 0.0436793, -0.269693, 0.0627094, 4.30068, 38.0655, -0.00224377, 0.0368681, -1.40295;
83, 4.149, 38.8641, 121.136, 16.012, 1.54772, 0.388525, 1.62908, 16.127, 0, 16.012, 1.54772, -0.0773271, -0.196322, 0.04557, 4.30814, 38.8641, -0.00159, 0.0368681, -1.40295;
84, 4.199, 39.6666, 120.333, 16.0915, 1.58943, 0.380073, 1.46211, 16.2071, 0, 16.0915, 1.58943, -0.163432, -0.142202, 0.0329333, 4.31789, 39.6666, 0.000449222, 0.0368681, -1.40295;
85, 4.249, 40.4731, 119.527, 16.1699, 1.56743, 0.364262, 1.28269, 16.2829, 0, 16.1699, 1.56743, -0.176228, -0.128569, 0.029682, 4.33156, 40.4731, 0.00395109, 0.0368681, -1.40295;
86, 4.299, 41.2835, 118.717, 16.2441, 1.48323, 0.347856, 1.16234, 16.3515, 0, 16.2441, 1.48323, -0.116496, -0.154935, 0.0356283, 4.34863, 41.2835, 0.00910026, 0.0368681, -1.40295;
87, 4.349, 42.0973, 117.903, 16.3125, 1.36797, 0.337264, 1.13797, 16.4129, 0, 16.3125, 1.36797, -0.0193577, -0.201906, 0.0462355, 4.36691, 42.0973, 0.0161012, 0.0302647, -1.12408;
88, 4.399, 42.9145, 117.086, 16.3758, 1.26512, 0.335522, 1.19776, 16.4697, 0, 16.3758, 1.26512, 0.0658224, -0.242557, 0.0553328, 4.38361, 42.9145, 0.0251096, 0.0302647, -1.12408;
89, 4.449, 43.7347, 116.265, 16.4361, 1.20749, 0.341329, 1.29304, 16.526, 0, 16.4361, 1.20749, 0.101661, -0.256742, 0.0583923, 4.39685, 43.7347, 0.0361535, 0.0302647, -1.12408;
90, 4.499, 44.5579, 115.442, 16.4963, 1.20405, 0.350099, 1.36447, 16.5848, 0, 16.4963, 1.20405, 0.0773623, -0.238708, 0.0541732, 4.40638, 44.5579, 0.0493667, 0.0302647, -1.12408;
91, 4.549, 45.384, 114.616, 16.5582, 1.23872, 0.356356, 1.36974, 16.6473, 0, 16.5582, 1.23872, 0.0101859, -0.197696, 0.0447929, 4.41357, 45.384, 0.0648867, 0.0302647, -1.12408;
92, 4.599, 46.2133, 113.787, 16.6222, 1.27958, 0.356359, 1.30148, 16.7121, 0, 16.6222, 1.27958, -0.064467, -0.152688, 0.0345401, 4.4206, 46.2133, 0.0827862, 0.0302647, -1.12408;
93, 4.649, 47.0458, 112.954, 16.6869, 1.29592, 0.349576, 1.18651, 16.7765, 0, 16.6869, 1.29592, -0.11192, -0.122354, 0.0276233, 4.42939, 47.0458, 0.103044, 0.0127689, -0.282125;
94, 4.699, 47.8814, 112.119, 16.7504, 1.27068, 0.338699, 1.07117, 16.8375, 0, 16.7504, 1.27068, -0.112431, -0.11735, 0.0264254, 4.44079, 47.8814, 0.12535, 0.0127689, -0.282125;
95, 4.749, 48.72, 111.28, 16.8107, 1.20729, 0.328171, 0.998564, 16.8935, 0, 16.8107, 1.20729, -0.0692233, -0.135924, 0.0305152, 4.4543, 48.72, 0.149359, 0.0127689, -0.282125;
96, 4.799, 49.5616, 110.438, 16.867, 1.12823, 0.321805, 0.987336, 16.9449, 0, 16.867, 1.12823, -0.00713281, -0.164735, 0.0368674, 4.46831, 49.5616, 0.175076, 0.0127689, -0.282125;
97, 4.849, 50.4058, 109.594, 16.92, 1.06069, 0.321148, 1.02625, 16.9934, 0, 16.92, 1.06069, 0.043584, -0.187651, 0.0418766, 4.48104, 50.4058, 0.202463, 0.0127689, -0.282125;
98, 4.899, 51.2526, 108.747, 16.9711, 1.02403, 0.325009, 1.08264, 17.0418, 0, 16.9711, 1.02403, 0.0611911, -0.193166, 0.0430086, 4.49135, 51.2526, 0.231316, 0.0127689, -0.282125;
99, 4.949, 52.1019, 107.898, 17.0222, 1.02174, 0.330291, 1.11955, 17.0917, 0, 17.0222, 1.02174, 0.0413517, -0.178994, 0.0397834, 4.49922, 52.1019, 0.26137, 0.0137327, -0.272776;
100, 4.999, 52.9537, 107.046, 17.0743, 1.04153, 0.333595, 1.1129, 17.1437, 0, 17.0743, 1.04153, -0.00286453, -0.152005, 0.0337364, 4.50568, 52.9537, 0.292381, 0.0137327, -0.272776;
101, 5.049, 53.8081, 106.192, 17.1274, 1.06254, 0.332798, 1.06115, 17.1969, 0, 17.1274, 1.06254, -0.0486672, -0.124207, 0.0275271, 4.51218, 53.8081, 0.324189, 0.0137327, -0.272776;
102, 5.099, 54.6652, 105.335, 17.1807, 1.06566, 0.327891, 0.98365, 17.2493, 0, 17.1807, 1.06566, -0.0748412, -0.106812, 0.0236314, 4.51994, 54.6652, 0.356567, 0.0137327, -0.272776;
103, 5.149, 55.5249, 104.475, 17.2328, 1.04214, 0.320764, 0.909699, 17.2992, 0, 17.2328, 1.04214, -0.0713369, -0.105145, 0.0232141, 4.52938, 55.5249, 0.389254, 0.0137327, -0.272776;
104, 5.199, 56.3871, 103.613, 17.2826, 0.996561, 0.314133, 0.863958, 17.3459, 0, 17.2826, 0.996561, -0.0428385, -0.116738, 0.0257131, 4.54005, 56.3871, 0.421929, 0.0137327, -0.272776;
105, 5.249, 57.2518, 102.748, 17.3298, 0.943412, 0.310189, 0.855577, 17.3895, 0, 17.3298, 0.943412, -0.00506649, -0.133318, 0.0292952, 4.55086, 57.2518, 0.454431, 0.0387451, -1.74953;
106, 5.299, 58.1188, 101.881, 17.3748, 0.89941, 0.30964, 0.875629, 17.4314, 0, 17.3748, 0.89941, 0.0236646, -0.145289, 0.0318568, 4.5607, 58.1188, 0.486739, 0.0387451, -1.74953;
107, 5.349, 58.988, 101.012, 17.4185, 0.874335, 0.311685, 0.904454, 17.4729, 0, 17.4185, 0.874335, 0.0324794, -0.146975, 0.0321678, 4.56899, 58.988, 0.519163, 0.0387451, -1.74953;
108, 5.399, 59.8594, 100.141, 17.4619, 0.869485, 0.314456, 0.920692, 17.5153, 0, 17.4619, 0.869485, 0.0196559, -0.137468, 0.0300425, 4.57579, 59.8594, 0.551565, 0.0387451, -1.74953;
109, 5.449, 60.733, 99.267, 17.5058, 0.877165, 0.315972, 0.910968, 17.5586, 0, 17.5058, 0.877165, -0.00671717, -0.120958, 0.0264001, 4.58172, 60.733, 0.583729, 0.0387451, -1.74953;
110, 5.499, 61.6088, 98.3912, 17.55, 0.884914, 0.315049, 0.875165, 17.6023, 0, 17.55, 0.884914, -0.033206, -0.104421, 0.0227611, 4.58769, 61.6088, 0.615618, 0.0208193, -0.708493;
111, 5.549, 62.4868, 97.5132, 17.5941, 0.881586, 0.311765, 0.82522, 17.6454, 0, 17.5941, 0.881586, -0.0476026, -0.0942096, 0.0205052, 4.59442, 62.4868, 0.647185, 0.0208193, -0.708493;
112, 5.599, 63.367, 96.633, 17.6372, 0.862431, 0.307285, 0.778376, 17.6867, 0, 17.6372, 0.862431, -0.0445289, -0.0931318, 0.0202366, 4.60214, 63.367, 0.678049, 0.0208193, -0.708493;
113, 5.649, 64.2494, 95.7506, 17.6788, 0.83139, 0.303114, 0.747865, 17.7259, 0, 17.6788, 0.83139, -0.0280468, -0.0990857, 0.0214913, 4.6105, 64.2494, 0.708248, 0.0208193, -0.708493;
114, 5.699, 65.1338, 94.8662, 17.7186, 0.79629, 0.300492, 0.738668, 17.7631, 0, 17.7186, 0.79629, -0.00651815, -0.10774, 0.0233258, 4.6189, 65.1338, 0.737926, -0.0518865, 4.14607;
115, 5.749, 66.0202, 93.9798, 17.7567, 0.761554, 0.300439, 0.751065, 17.7987, 0, 17.7567, 0.761554, 0.0152966, -0.116631, 0.0252064, 4.62703, 66.0202, 0.766711, -0.0518865, 4.14607;
116, 5.799, 66.9086, 93.0914, 17.7936, 0.736507, 0.302872, 0.775313, 17.8335, 0, 17.7936, 0.736507, 0.0272451, -0.120518, 0.026006, 4.63426, 66.9086, 0.79304, -0.0518865, 4.14607;
117, 5.849, 67.7988, 92.2012, 17.8305, 0.735303, 0.305548, 0.786366, 17.8696, 0, 17.8305, 0.735303, 0.0138235, -0.111409, 0.0240119, 4.63974, 67.7988, 0.816613, -0.165387, 11.8664;
118, 5.899, 68.691, 91.309, 17.8668, 0.719701, 0.309836, 0.79968, 17.9042, 0, 17.8668, 0.719701, 0.0160584, -0.110388, 0.0237589, 4.64617, 68.691, 0.836891, -0.165387, 11.8664;
119, 5.949, 69.5851, 90.4149, 17.9024, 0.701729, 0.316013, 0.817998, 17.9382, 0, 17.9024, 0.701729, 0.0210744, -0.110837, 0.0238222, 4.65268, 69.5851, 0.851071, -0.165387, 11.8664;
120, 5.999, 70.4811, 87.0189, 17.9395, 0.724539, 0.200414, -1.18272, 17.9732, 0, 17.9395, 0.724539, -2.01744, 0.670881, -0.0863432, 11.4633, 70.4811, 0.858187, -0.16759, 12.2472;
121, 6.049, 71.3788, 86.1212, 17.959, 0.374006, 0.0199054, -2.95235, 17.9755, 0, 17.959, 0.374006, -1.7845, 0.596862, -0.0762287, 11.6361, 71.3788, 0.857737, -0.16759, 12.2472;
122, 6.099, 72.2764, 85.2236, 17.932, -0.552605, -0.157184, -4.05849, 17.9029, 0, 17.932, -0.552605, -1.11559, 0.378794, -0.0463747, 12.4817, 72.2764, 0.848666, -0.16759, 12.2472;
123, 6.149, 73.1707, 84.3293, 17.8162, -2.31957, -0.224313, -4.0227, 17.7002, 0, 17.8162, -2.31957, 0.0346553, 0.0457077, -0.00598462, 15.999, 73.1707, 0.829639, -0.16759, 12.2472;
